ID,Name,Genre,Description
126, To Patch a Broken Star (2018) , fantasy ," What Happens When We Die? - A question that Eshi, a sickly adolescent, gave a lot of thought. Our story follows Eshi in his last moments of life, then his journey through the afterlife that surpasses all he could have imagined. Eshi expects to wake up in some form of Paradise, or maybe feel nothing at all, but instead, is confronted by otherworldly guides that help him on his ""life"" ahead. He discovers that his soul is fractured and must be put back together in the ""Nation of the Gods"" by their Queen, Buluku. The first being he meets is MA TELE, a witch who lives in a cozy cabin in ""space."" After Ma Tele convinces Eshi of his own death and broken soul, she tells him of a nation of gods where Eshi's soul can be repaired and changed; with the help of their Queen. Ma Tele also provides clothing and supplies for him, and points to a red road for Eshi to follow. After this, he encounters seven other guides, including water spirits, fire goddesses, and a Moon goddess. Each has their own lesson to impart as he makes his way towards the city. Unbeknownst to him, every challenge, every new encounter, and every trial unites a the fragments of his soul, preparing him for his next phase of existence and the ultimate decision he has to make."
127, Angelfall (????) , fantasy ," Six weeks after angels of the apocalypse descend to demolish the modern world, street gangs rule the day while fear and superstition rule the night. When warrior angels fly away with a helpless little girl, her seventeen-year-old sister Penryn will do anything to get her back... even if that means making a deal with an enemy angel Raffe, a warrior who has been left bleeding and wingless. Having only each other to rely on for survival, the two journey towards the angel's stronghold where she must risk everything to rescue her sister and he must decide whether to put himself at the mercy of his enemies for the chance to be made whole again."
128, The Guardian (2015) , fantasy ," When Grimley woke up on an isolated beach with no recollection of his mortal past, little did he know that his afterlife was about to start. He suddenly finds himself tasked by the enigmatic Arturo with being the Guardian for the down on his luck Eric. His first day on the job is just like another bad day at the office."
129, Dwellings Close (2012) , fantasy ," Ken an estate agent from London gets mysteriously locked in one of his company's properties at number eight Dwellings Close. Inside he meets Gem, an eccentric young woman who claims to be the property's new tenant, together they will try to find a way out."
130, Hexengeddon (????) , fantasy ," When an act of cruelty against a young witch becomes a social media sensation. The witches of the world declare war on humanity, bringing them into conflict with a loudmouth billionaire American president, a bigoted and sexist minister and the people of an easily swayed media-loving country and the world."
131, Pioneer Marshal (1949) , western ," Santa Dolores is a small western town that is a haven for outlaws and is ruled with an iron hand by Bruce Burnett who extracts large sums for protection from the law. Harvey Masters, a Kansas City policeman disguised as a perfume salesman, comes to town looking for the killer of his brother but is shot down in cold blood by Burnett's henchman Clip Pearson. Ted Post, posing as a cattle broker but really a Dallas Marshal on the trail of an embezzler of cattleman's association funds, gets close scrutiny from the Pearson, but manages to pass himself off as an escaped killer. Ted contacts Huck Homer, a reformed petty-thief who now owns a locksmith shop. Huck is aware of Ted's true identity but can be trusted not to reveal it. Ted finds that the object of his search, Larry Forester, and his sister Susan are in the town, and Susan has been trying to get Larry to return to Dallas and face the charges. Ted finds evidence he needs against Larry and arrests him, but when Larry says that Burnett will force Susan to pay dearly for the loss of the money from his safe, Ted decides to go back and rescue the girl."
132, The Wild Bull's Lair (1925) , western ," Resentful college graduate Eagle Eye, disguises himself as a white man and persuades James Harbison to create a new breed of cattle by crossing cows with bison. The first of the strain, a wild bull called Diablo, escapes from Harbison's ranch and goes to Skull Mountain, headquarters of a band of savage Indians led by Eagle Eye and dedicated to the destruction of the white man. Eagle Eye trains the bull to lead away the rancher's cattle and to gore anyone who attempts to stop him. Dan Allen is sent by the government to investigate and goes to the Harbison ranch, where he falls in love with Eleanor, the rancher's pretty daughter. Eagle Eye lures Harbison and his daughter to Skull Mountain and sets Diablo loose on them; Dan arrives and overcomes the bull. All ends well and Dan marries Eleanor."
133, Marshal Law (2015) , western ," In an alternate history of the United States where the Civil War lasted 10 years, a brilliant scientist is kidnapped by a crazed madman known as John Conway, the United States Marshals are called upon to prevent the impending disaster. To track down Conway, Marshal Colton Barnes enlists the help of Sheriff Royce O'Connell, who has been living in seclusion in an attempt to forget his painful past. Together, they set out with a team of Marshals to hunt down Conway. But nothing can prepare O'Connell or the Marshals for what awaits them."
134, 2 once di piombo (1966) , western ," everyone wants to know who the Mexican is. He always answer slowly, ""my name is Pecos"". Pecos Martinez ( Robert Woods) to be exact, and he's returned to his hometown of Houston to settle up with Clain(Norman Clarke), the leader of a gang of cut-throats. Clain is busy looking for the money from a recent robbery that's been stolen from him. Soon the stolen cash in Pecos' vengeance entwine and all hell breaks loose. Behind the scenes a Bible touting Undertaker (Umberto Raho), a cowardly saloon owner, & a helpful saloon girl (Christina Iosani) become part of the story. This film made Woods as internationally known as Pecos in the third world countries as Franco Nero was known for Django. A Mexican hero against a gang and a town full of gringos- what more could you ask for?"
135," My Pal, the King (1932) ", western ," The King of a small European country, just a boy, takes an interest in Tom Reed's wild west show. Tom puts on a special show just for the King and the two become friends. When the King takes Tom's advise instead of the Count's, the Count has the King kidnaped planning to kill him. When Tom learns of the Kings disappearance he and his troop of men, without any real bullets for their guns, ride off to rescue him."
136, L'ultimo killer (1967) , western ," Ramon's parents are killed by men of landowner John Barrett. While trying to get revenge, Ramon is wounded but has saved the life of Rezza, an old disillusioned killer. While nursing his wounds, the men become reluctanfriends and Rezza teaches Ramon the art of shooting, surviving and the loneliness a killer has to bear. Ramon becomes threat for Barrett, the landowner engages Rezza to kill Ramon."
137, Quantez (1957) , western ," After a bank robbery, Heller and his small gang are on the run from the posse. The gang intends to cross the border into Mexico but their horses are tired. The outlaws decide to make a stopover in the town of Quantez to rest and feed the horses. Heller is a brutal and cynical man who treats his woman, Chaney, with disdain and contempt. Gentry is Heller's second-in-command and he proves to be an experienced and wise gunfighter from the old days. Eastern gunslinger Teach is a newcomer to the West and he's green but eager, with an added touch of gentlemanly chivalry towards women. When Heller treats Chaney bad, Teach defends her, causing violent clashes between himself and Heller. Gentry has to step in and separate the two before they kill each other over Chaney. The last member of the gang, Gato, is a white man who was raised by the Apache and considers himself to be Apache. He is useful to the gang because he knows the region well, he can speak Apache dialects and can use many Apache tricks to throw off the pursuing posse. When the gang reaches the town of Quantez it is shocked to see a deserted ghost town. Nevertheless, they decide to rest there for the night. Gato goes in the night to scout around and he finds an Apache spear with a message that anyone still found in town after sunrise will be killed. Gato realizes there are Apaches around but decides to keep this information to himself. With Apaches lurking around and Heller trying to kill Teach over pretty Chaney it doesn't look like the gang will ever reach Mexico."
138, The Heart of Texas Ryan (1917) , western ," Colonel William Ryan, a ranch owner, in the Lone Star State, has named his only daughter Texas. Jack Parker, a devil-may-care cowpuncher, loves only two things, one is his horse and the other a photograph of Texas Ryan, whom he has never seen. He has named his horse ""Dream Girl"" after the girl of the photograph. After several years in an eastern college, Texas return home. Her father is happy and she is idolized by the cowboys of the ranch. Antonio Moreno is the head of a band of cattle rustlers. His lieutenant, ""Dice"" McAllister, a former road agent, uses his office as marshal as a cloak for unlawful deeds. Moreno and McAllister have long plotted to secure Ryan's wealth, and Moreno resolves to pay court to the girl. In the ""Last Chance"" saloon and dance hall a shooting scrape occurs. Jack Parker, enemy of McAllister, is charged as being an accessory. Harsh words are exchanged and Parker overcomes McAllister in a desperate conflict, and then crosses the border until the disturbance blows over. He returns on the Fourth of July and proceeds to celebrate. Colonel Ryan and Texas meet him and Parker learns she is the girl of the photograph. Moreno and his gang, under pretense of friendship, visit the Ryan ranch during the round-up, and when Texas spurns the Mexican's offer of marriage, he threatens her, and is driven from the ranch. When Texas and her girlfriend, Marion Smith, are riding in the hills, they are seen by Moreno's men. Texas is pursued and made prisoner. Marion brings the news to Colonel Ryan. Jack Parker resolves to free the girl. By an offer of money, he persuades the bandits to free her. Moreno and McAllister rustle the Ryan cattle and are discovered by Parker. During a night of rain and wind he slips into the camp of the outlaws, takes Moreno a prisoner, and leaves a note telling McAllister of what he has done. When McAllister finds the note in the morning, he decides to leave the country. Moreno later makes his escape. Parker decides to go on the trail. He bids Texas farewell, telling her he is not worthy of her. As time passes Texas comes to understand that she loves the cowpuncher. Moreno continues his lawlessness. After a desperate conflict Parker is taken prisoner. Word is brought to Texas Ryan that he is to be shot that evening. The girl tells her father she believes the cattle thieves will spare Jack's life for money and starts in an automobile on her race with death. Moreno gloats over the revenge. The executioner awaits the order to fire. Just as Moreno is about to give the order, Texas arrives. The cupidity of the Mexican bandits is aroused by the gold, and the cowpuncher is freed and takes Texas into his arms."
139, Parade of the West (1930) , western ," Bud Rand, charged with the care of his kid brother Bud, accepts an offer to appear in Copeland's Wild West Show to ride a wild horse called ""Mankiller."" Dude, right-hand man to Copeland, resents Bud's attentions to the show's sharpshooter Mary Owens, and when they fight it out, Bud is the winner. Dude losens the cinch on ""Mankiller"", causing Bud to be trampled and have to stay back when the show moves on. Dude intercepts letters from Bud to Mary and Billy and tells them that Bud is a coward. Billy is taken ill and when Bud goes to see him,he learns the situation of him being called a coward. He returns to ride ""Mankiller"" and breaks him, regaining Billy's confidence and Mary's love, and routs Dude and his henchies. Songs were ""Down in Union County"", ""The Old Chisholm Trail"" and ""Sal's Got a Wooden Leg."""
140, Frisco Tornado (1950) , western ," Outlaws have been capturing Nugget's stagecoaches and killing the driver and guard. He has sent for Marshal Rocky Lane who survives an ambush arriving but loses his identification papers. Nugget suspects Jim Crail is behind all of his troubles and he is right. His men having failed to get Rocky earlier, Crail now uses the man Rocky killed and Rocky's identification papers to claim he is the outlaw they are after."
141, Mughal Road (2018) , history ," The movie is tale of a historical event of the battle that took place as Pakistani tribesmen, known as Kabailies, guided by Pakistani armed forces, crossed over to Baramula. Claiming they needed to suppress a rebellion in the Princely state of Jammu and Kashmir, they swiftly moved to take Baramula instead. They reached the outskirts of Shrinagar as they attempted to enter the summer capital with the intention of gaining control of Maharaja's Palace and the Shrinagar Airport. Maharaja Hari Singh made a plea to India for military intervention. Signing instruments of accession, allowing the Government of India legitimate control over Jammu and Kashmir. The war was initially fought between the 1st Sikh Regiment consisting of only 17 soldiers of the Indian armed forces. The Pakistani and tribesmen forces were about ten thousand strong with militia men disguised with Pakistani military officers for tactile and communications support. Baramula, the second largest town, was under siege by Pakistani Kabailies and the Pakistani Army. A major part of the tale describes how a young local boy named Meer Maqbool Sherwani, turns the tide of the battle in favor of the Indian army by bluffing the Pakistani Kabailies concerning the presence of the Indian armies at the Shrinagar Airport."
142, Agenda Illuminati: Supremacy of the New World Order (2016) , history ," There is a sinister and secretive group of people that run the globe by controlling everything from the banks to the media. They achieve this by owning 99% of the world's wealth, despite the fact that they make up less than 1% of the population. They come from ancient family bloodlines and pass down their power from generation to generation. They have sacred rites and secret rituals, as well as a belief system that stretches back for thousands of years to their very origin. They spawned the religions, the royal families, global business and financial systems. They also benefit monetarily from the revolutions and wars they strategically create on an epic scale. They monitor everything we do and have devised methods to manipulate our thoughts and actions. We are all in their service without even realizing it. For thousands of years they have been doing this with one goal in sight - complete and total supremacy on Earth. This is the darkest, untold tale of the war to control the masses. This is the story of what they believe, what they do, how they do it and why. While they have many names, they have but one origin and purpose. However by using previously unknown and secret sources we will reveal them. This is the Illuminati."
143, Will of the Warrior (2013) , history ," This behind-the-scenes documentary focuses on Marcus Luttrell, the lone survivor of a four-man Navy Seal team ambushed by the Taliban in 2005, and a consultant on the upcoming major motion picture 'Lone Survivor,' directed by Peter Berg and starring Mark Wahlberg. This documentary serves as a companion to Peter Berg's film Lone Survivor, based on former SEAL Marcus Luttrell's book of the same title. Will of the Warrior takes a deeper dive into the lives of the SEALs, examines their WILL to survive, and emphasizes the need to keep their story alive."
144, The Michigan Experience: The American Civil War Years (2011) , history ," In an unprecedented gesture of community spirit, seven leading news anchors from commercial stations around the state have joined us in the telling of Michigan's involvement in one of the most important events in American History. While every eighth grader in Michigan is taught the civil war, Michigan's tremendous contribution has become a part of lost history. We contributed over 90,000 men and one woman Sarah Emma Edmonds from Flint Michigan. There was General George Armstrong Custer who was from Monroe, Michigan. It was Michigan senator Jacob Howard who had a large hand in penning the 13th, 14th and 15th amendments to the Constitution. Nearly 15,000 brave and patriotic men gave their lives to preserve the Union. The Michigan Experience: The American Civil War Years offers viewers an unprecedented look at the hidden and forgotten stories of the lives of men and women and how they made sense of their role in the Civil War by telling stories using the narrative mode of living historians."
145, Why Anzac with Sam Neill (2015) , history ," Sam Neill confronts the Anzac Century through the lens of his family's military tradition. He uncovers forgotten truths that reveal the power of the enduring myth of Anzac that still haunts Australia and New Zealand's histories. Filmed in a score of international locations and against a background of continuing turmoil, Sam's sharing of poignant, intimate stories suggests the universality of our need to remember in ways that may offer redemption."
146, Anna (1996) , history ," The film tells of faithful devotion to spiritual ideals. It is based on Riga St. Anna Stocken's Life Story of the Cistercian Monastery of Mary Magdalene. She lived in the 16th century when the wave of reformation was cold before Riga, and questions about true values and conformism were just as actual as it may be today."
147, The Pioneer (2011) , history ," The film tells the tragic story of the Chinese workers of the Shanghai Yarn Mill in 1925, after being subjected to Japanese non-human treatment, they start the fight under the leadership of the Chinese Communists represented by Tao Liu and Zhenghong Gu."
148, Honfoglalás (1996) , history ," Filmed in commemoration of Hungary's 1100th anniversary and on the sites of the actual events, a cast of thousands authentically recreates the 896 AD arrival of the Magyar chief Arpad (Nero) and his seven tribes into the Carpathian basin from the steppes."
149, Nostos: Il ritorno (1989) , history ," At the end of the war, Odysseus, the wandering hero, with his companions begins his sail back home to the Mediterranean. The conclusion of his adventure is delayed by many natural obstacles and he takes an internal journey of fleeting memories of his childhood, his parents, love for a beautiful girl, nostalgia for the past, regret for what he did, and the deep silence that envelops everything. He confronts the most terrible loneliness following a shipwreck in which all the comrades perish."
150, Hitler's Canadians (2007) , history ," Many Canadians don't realize that Canada was home to 40,000 German prisoners of war during the Second World War. Hitler's Canadians chronicles the experience of these POW's; the transition from warrior to captive, and their obsessive, often comical attempts to get back to Germany. Canada's effect on the POWs did not stop with their return home. After the war, several hundred former prisoners returned to Canada to build new lives and raise families in the country that once was their prison."
151, Universo di notte (1962) , music ," Beginning in Las Vegas with a dance of the Bluebells, we are shown a variety, with jugglers, singers, Thai boxing, cock fighting and so on. A Variety taking place in Hong Kong, Manila, New York, Paris, Cremona. The break between an act and the next being a striptease."
152, What Do You Think of the Programme So Far? (1992) , music ," Jim Bob and Fruitbat reminisce about the early years at the 1992 Glastonbury Festival. Featured are music videos for the songs ""Rubbish"", ""Bloodsport For All"", ""Sheriff Fatman"", ""Say It With Flowers"", ""The Only Living Boy In New Cross"", ""Do Re Me So Far So Good"" and ""While You Were Out""."
153, Untitled Grunge/Seattle Rock Documentary (????) , music ," The Seattle Grunge music scene changed everything as we knew it when one fateful day Sub -Pop Records decided to begin releasing a new type of music on it's independent label. Slowly from 1989 to 1994 the entire world was changed. Politics began to get more attention, Rock The Vote came into Genx's life and influenced an entire government, socio-economical and even department store clothing lines reflected the nations need for Grunge and the Seattle Scene. But who were the people behind the bands, behind that music and the Grunge scene that took the entire world and upended it's presidents, politics, economy, attitude toward authority and disaffected youth rising up against war and bad choices made for them by their country. This is the story of how Seattle Music changed the world, and who the real influential people behind the Seattle scene are."
154, Live in Lyon (2013) , music ," From his earliest recordings with Roxy Music at the beginning of the 1970s, Bryan Ferry has taken his place as one of the most iconic and innovative musicians and songwriters to emerge in popular music. Ferry's ""Olympia"" tour travelled the world in 2011, including this spectacular performance filmed on July 25 at the ancient Roman amphitheatre in Lyon, France as part of the Nuits de Fourviere Festival. The show features tracks from across Ferry's 40 year career including classic Roxy Music songs, solo hits and his renowned interpretations of other writer's material all delivered with the style and panache that is uniquely Bryan Ferry."
155, Opera Omnibus (1987) , music ," Eight segments of opera films: Sheng Xinma performs a monologue from _A King's Revenge (1955), followed by an excerpt of _The Patriot's Sword_ (1958). Cibo Liang is featured in _An Immortal Refuses Love_ (1958), and Yutang Bai appears in _The Wonder Boy_ (1961). Segment five shows Xingbo Liang, Jiasheng Lin, and Cibo Liang in _The Impartial Bao Gong_ (1967), while segment six is a performance by Northern opera actress Suqiu Yu. The last two are versions of _Red Maid, The Matchmaker_, first a 1958 film with Yanfen Fang and An Banri, followed by one titled _The Little Go-Between_, featuring Baobao Feng and Cibo Liang. It was originally double billed with _South China Stars Special_."
156," ""Villa-Lobos and the String Quartet"" (2012) ", music ," Villa-Lobos is Brazil's most important and well-known Classical Music composer. He is also the most prolific String Quartet composer of the 20th century with 17 full works portrayed in this Complete Works series, where Luminaires like Turibio Santos, president of the Brazilian Academy of Music and the 4 musicians of the Radamés Gnattali String Quartet, performers of the series, take their time to analyze his approach to composition, his influences and definitive passion for the country of Brazil. Villa-Lobos and The String Quartets is a musical documentary that portrays the composer and the city that inspired him. Rio De Janeiro, Brazil. The seventeen compositions recorded by the Quartet Radames Gnatalli in these albums form a synthesis of musical production of Heitor Villa-Lobos. Its breeding period extending between the years 1915 and 1957. Opening a window to the most significant phases of the composer and giving options to see technical and aesthetic ambitions of different moments of his career. Recorded between June 2010 and September 2011 in the Presidential Palace, and Palace of the Laranjeiras and Municipal Theater of Rio de Janeiro, Brazil."
157, The Downtown Show (1957) , music ," Music based format with top recording stars in the ""Downtowners"" band. The program was designed as a syndicated program in association with local chambers of commerce to help bring back customers to the downtown areas of cities around the country. The show was one of the first integrated television shows featuring popular radio and television star Jimmie Jackson who hosted the show as well as played the guitar and sang. The show also featured Capitol Records top recording artist Jimmy Bryant. Black Jazz violinist and recording star, ""Stuffy"" Smith along with Black jazz percussionist and recording star, George Jenkins rounded out the ""Downtowners"" sound. A highlight of the show was television's Hollywood Hostess, Anita Coleman who offered the latest Hollywood gossip and guest stars. ""The Downtown show"" featured custom commercial loops that incorporated each local downtown spot so that the viewer had the feeling that these top artist were broadcasting right from their very own local Downtown."
158, My Morning Jacket: Okonokos (2006) , music ," My Morning Jacket: Okonokos is a live concert film by My Morning Jacket released on October 31, 2006. The film was recorded during the band's fall 2005 Z Tour, over two nights at The Fillmore in San Francisco, California. My Morning Jacket: Okonokos is as much a question as it is an answer. It is an enigma wrapped around a riddle. My Morning Jacket: Okonokos is whatever you want it to be. Filmed by Sam Erickson, mixed by Michael Brauer, and mastered by Bob Ludwig."
159, Children in Need Rocks the 80s (2017) , music ," A star-studded line-up celebrates the decade which saw BBC Children in Need's first major appeal. Hosted by Fearne Cotton and Sara Cox, with Roman Kemp capturing all the excitement backstage, this spectacular fundraiser includes performances from a-ha, Bananarama, Boy George, Erasure, Europe, Imagination, Jason Donovan, Katrina, Louisa Johnson, Mica Paris, Nick Heyward, OMD and UB40 featuring Ali, Astro and Mickey. So dust off your shoulder pads, pull on your legwarmers and join in with the audience, who will be dancing the night away to a whole host of 80s classics."
160," ""Beyond the Groove"" (1990) ", music ," A businessman is sent on a journey of musical discovery, through the U.S.A, meeting a variety of musical characters, including, David Stewart, Annie Lennox, Bob Geldorf, Harry Dean Stanton?, and others. A thoroughly enjoyable film to watch - if you appreciate musical talent."
161," ""Million Dollar Traders"" (2009) ", reality-tv ," Million Dollar Traders follows a group of twelve wannabe traders dealing in shares during the events of the financial crisis of 2007-2009 which was then whittled down to the final eight. The contestants came from various backgrounds, including a fight promoter, a day trader, an IT/banking recruitment consultant, a working mother, a retired IT engineer and a student, among others. During the series hedge fund manager Lex van Dam gave the contestants $1 million of his own money to trade for 2 months. Professional trader Anton Kreil, was appointed as the manager of the group. The three-part BBC series, narrated by Andrew Lincoln, was a part of the ""City Season"" programming on the BBC. It aired on BBC 2 in the UK at 9pm on Monday evenings between 12 and 27 January 2009."
162," ""Kirstie Alley's Big Life"" (2010) ", reality-tv ," Kirstie Alley leads a pretty interesting life. She was a Romulan-Vulcan officer in ""Star Trek II,"" a sexy Emmy-winner as Rebecca Howe in ""Cheers,"" the star of blockbuster films ""Look Who's Talking"" and ""Drop Dead Gorgeous"" and of course, her star turns in ""Veronica's Closet"" and ""Fat Actress."" For three decades Kirstie has been making headlines and staying in the forefront of the American conscience. Now, she's granting her fans unprecedented access inside her life...and what a life it is."
163," ""World's Worst Tenants"" (2012) ", reality-tv , This reality was about tenants that were either being evicted for non payment and or violating their lease. Now there were some episodes were people had been living on properties that they probably shouldn't have per legal provisions. Also there was a run of episodes were folk had pets of all kinds and either they complied with the pet policy of their lease or they were given a notice to vacate.
164," ""Apocalyptic Survival"" (????) ", reality-tv ," Introduces our cast to a radically changed world, one in which it will take all they have to survive. In the Pilot's last act, Dow is blasted by a drone and our survivors are running for their lives from Federation soldiers who have just killed James, Jeff and kidnapped Jazzmine..."
165," ""Health Inspectors"" (2012) ", reality-tv ," Health Inspectors features restaurants facing do-or-die stakes. Having failed their most recent health inspection, these restaurants have a second inspection right around the corner, which could literally make or break the business. With 15 years in the food service industry, our expert consultant Ben Vaughn will be called upon to re-vamp the way these restaurants function. Whether it's Marinara sauce that the kitchen staff leaves out uncovered for days and still serves, or a fridge that has rotting foods spreading disease, Ben will do more than just help the restaurant make the grade. He'll make sure the staff is 100% retrained on the safest and healthiest practices and procedures to use moving forward."
166," ""Out Here"" (2012) ", reality-tv ," DJ Williford, a freelance videographer in New York City, goes from street to street to capture the cutting-edge skateboard scene. He follows skateboarder Leo Heinert who shreds throughout the many skate spots of New York. Get an inside look on a typical day in the streets in the first episode of OUT HERE."
167, State Fair Foods (2012) , reality-tv ," Every year State Fair vendors try to top each other to create the most crazy, most delicious, most carb-loaded, over-the-top concoction ever, and fair-goers eat it up. From fried bubble gum, to casserole on a stick, to chocolate covered scorpions, State Fair foods are an adventure all their own and we'll take you along for the ride."
168," ""Disaster Date"" (2009) ", reality-tv ," An MTV reality series where people set up their friends on ""disaster"" blind dates. The victim shows up to their date with an undercover actor/actress who will do their best to turn off/offend/alienate the victim using inside info given by the instigators. If the victim stays for a whole hour, the gag is revealed and they are awarded with $60."
169, Miss Universe 2014 (2015) , reality-tv ," A bunch of rich good looking women compete for who is the most shallow and who can most misrepresent the women of the world. With drama, heartbreak, spray tan and more, this worldwide celebration of the advances in plastic surgery should have you hanging on the edge of your seat."
170," ""Kick Up Your Heels"" (2013) ", reality-tv ," ""Kick up your Heels"" is a sexy, fun new series that brings the high-heeled workout trend right into your own living room. Now you'll have the chance to secretly indulge yourself in the latest trend of working out in high heels without leaving your home. Fashion One is bringing you a six-episode series that includes kickboxing, street-dance and a zumba-esque workout which are all done in high heels. With our experienced instructors, you can kick, twist and twirl your way to better calf muscles, balance and the increased confidence that comes with this high-heeled workout. Each episode will contain a choreographed routine and will give step-by-step instructions on how to do these heart-pumping, stylized workouts. While you can always follow the routines sans heels, we do hope you'll join us in this trend, which is taking the world by storm. Fulfill your inner diva and get ready to ""Kick up your Heels""."
171," ""Associated Press: YouTube Channel"" (2006) ", news ," The Associated Press is the essential global news network, delivering fast, unbiased news from every corner of the world to all media platforms and formats. AP's commitment to independent, comprehensive journalism has deep roots. Founded in 1846, AP has covered all the major news events of the past 165 years, providing high-quality, informed reporting of everything from wars and elections to championship games and royal weddings. AP is the largest and most trusted source of independent news and information. Today, AP employs the latest technology to collect and distribute content - we have daily uploads covering the latest and breaking news in the world of politics, sport and entertainment."
172," ""Hometown Health TV"" (2009) ", news ," Hometown Health TV, LLC has offered various levels of support to; the Lake Sumter Medical Society, March of Dimes of Lake & Sumter, American Cancer Society of Lake/Sumter and Marion units, Florida Hospital Waterman Foundation, Lifestream Behavioral Center, Childrens' Advocacy Center of Lake Sumter, the Education Foundation of Lake and Sumter Counties and many more. Hometown Health TV, LLC and it's sister marketing company, Red Apples Media, have been honored with more than a dozen awards including: 2012 National Business Incubator Association (NBIA) Business of the Year 2012 Community Service Entrepreneur Award by the Lake County League of Cities 2012 Hidden Hero of Health award from the Lake County Health Department As well as numerous AVA, Telly and MarComm awards and a 2011 Communitas Award for Community Service."
173," ""Consider This"" (2013) ", news ," Consider This is a current affairs program dedicated to challenging the status quo. Hosted by Emmy Award-winning journalist Antonio Mora, the show features hard-hitting interviews with newsmakers and nightly panel discussions on issues important to American viewers. We aim to cultivate a dynamic conversation about the issues that matter to you, and your voice is critical to that dialogue."
174," ""Bigfoot TV"" (2008) ", news ," The latest fashion, entertainment, and nightlife events that happen at or around Bigfoot Studios in Cebu, Philippines. Hosted by two young American actors, watch first hand as they explore Cebu and find out what the island has to offer - from launch parties to feature films. The latest fashion, entertainment, and nightlife events that happen at or around Bigfoot Studios in Cebu, Philippines. Hosted by two young American actors, Jude Moore and Emily Trempe, you will be able to watch first hand as they explore Cebu and find out what the island has to offer. Bigfoot TV is where you will see the latest fashion, entertainment, and nightlife events that happen at or around Bigfoot Studios in Cebu, Philippines. Hosted by two young American actors, Jude Moore and Emily Trempe, you will be able to watch first hand as they explore Cebu and find out what the island has to offer! From launch parties to feature films, Bigfoot TV will have the coverage that will keep you coming back for more. It's our goal to provide interesting and up to date news for everyone to see!"
175," ""Story"" (2015) ", news ," Just when you thought it was safe to go back in the water, alarming reports are emerging from the Stewart Island shark tourism industry; And it has been one year since Australia began deporting Kiwi ex-pat criminals back to New Zealand. Almost 370 Kiwis have been forcibly returned to New Zealand and for quite a few, the transition has not been easy."
176," ""Church with Ishah Wright"" (2012) ", news , Movie Actress MP Ishah Wright aka Laurah Guillen and her husband US President Abraham Lincoln Relative Sgt. Nathan Shelby agree on more reasons to be a Christian today.
177," ""AIR: America's Investigative Reports"" (2006) ", news ," In the fall of 2004, a spill of hundreds of gallons of thick crude oil in Seattle's Puget Sound, which no company owned up to, led an intrepid Pulitzer Prize-winning reporter from the SEATTLE POST-INTELLIGENCER to embark on an investigation into the actual state of the Pacific Northwest's oil transport industry."
178," ""KWHY-TV 22 Business News: Executive Summary"" (1964) ", news ," KWHY-TV 22 Business News: ""Executive Summary"" is a live business and financial news program providing up to the minute fundamental technical and economic analysis to assess the current outlook for a wide variety of investment markets, from the traditional stocks and bonds to currencies, commodities, real estate, and foreign markets. Top market experts and analysts are interviewed for their insights into the market movements and their opinions for the future in this 15 minute live news program."
179," ""Years of Crisis"" (1950) ", news ," This tenth annual roundup of the year's news events (the series started on CBS network radio) also included a discussion of the biggest stories of the past decade. The broadcast was nominated for an Emmy Award as ""Best Special News Program."""
180," ""Newsarama"" (2008) ", news ," Newsarama loves comics, action movies, sci-fi and TV shows no one watches. No, really. This makes us cooler than everyone. Newsarama has news, interviews, and exclusives. If it's too fantastic for words, were likely arguing about the finer points of it's coolness. Newsarama serves up a hearty helping of stories, blogs, video interviews, previews and trailers."
181, X Rebirth (2013) , sci-fi ," In the distant future, the X universe faces a period of profound and irrevocable change. While the universe stumbles towards an uncertain future, countless adventures await as new enemies rise in search of power. Enter a young adventurer and his unlikely female ally traveling in an old, battered ship with a glorious past - two people alone against the galaxy, playing a key part in the events to come. The fate of the universe rests in the hands of the player... X Rebirth represents a spectacular new beginning for the X series, offering loyal fans and newcomers alike a vast, vivid and extremely detailed universe to explore throughout the game. Varied gameplay elements such as action-packed space combat, detailed trading mechanics and high-speed space exploration with fast travel allow players to experience a truly unique space saga that will keep them hooked for dozens of hours. X Rebirth features a whole new user experience - it is easier than ever to start with, and remains as deep as fans expect it."
182, Gideon's Stand (????) , sci-fi ," On near-future Earth, dwindling fuel supplies have sparked worldwide strife. Major economies square off against third world terror groups. NCR 1236, a small off-world methane refinery on Titan (Saturn's moon), eases the demand and a small crew of hardy roughnecks and military personnel have stepped up to the job. Gideon Stark, a man with a past, tells lies to his daughter. She wants to know the real reason he won't come home. The truth is Gideon has much darker issues to work out. When the largest solar flare in human history strikes unexpectedly and all communications are knocked off line, Gideon discovers that he and the station are cut off from Earth. Unaware of the event scope, the crew looks forward to a temporary four day shut down. Their dreams of paid vacation evaporate when a scout ship crash lands and Major Harlee Jane, a shadowy military liaison, informs them that a massive terrorist attack has been launched under the disruption of the solar flare. She's been ordered to secure the refinery and take martial control but it's clear to Gideon that she has a hidden agenda. Soon people begin to act strange and disappear. Gideon concludes an alien terrorist, posing as human, has infiltrated the station with the goal of destroying everyone and everything on the base. No one knows ""who's-who"" as Gideon rallies the survivors for a last ditch stand to save not only their lives but the lives of every human being on Earth."
183, Lift (1997) , sci-fi , Young pizza delivery man Larry wanders through the desert waiting for the aliens to land - he believes in everything he hears and does anything anyone tells him.
